sample_id,filepath,clean_caption,misleading_caption,original_word,misleading_word,model,raw_output,answer_part,category
67fde4be3e2e120b363a8bb6,/root/fiftyone/coco-2017/validation/data/000000384527.jpg,"a room with a table, chairs, and a tv","a room with a chair, chairs, and a tv",table,chair,,,,Processing Error
67fde4be3e2e120b363a8bb6,/root/fiftyone/coco-2017/validation/data/000000384527.jpg,"a room with a table, chairs, and a tv","a room with a chair, chairs, and a tv",table,chair,LLaVA,,,Processing Error
67fde4bd3e2e120b363a8a97,/root/fiftyone/coco-2017/validation/data/000000469246.jpg,a train at a train station,a airplane at a train station,train,airplane,,,,Processing Error
67fde4bd3e2e120b363a8a97,/root/fiftyone/coco-2017/validation/data/000000469246.jpg,a train at a train station,a airplane at a train station,train,airplane,LLaVA,,,Processing Error
67fde4bd3e2e120b363a8aa1,/root/fiftyone/coco-2017/validation/data/000000405205.jpg,a bus parked in a lot,a car parked in a lot,bus,car,,,,Processing Error
67fde4bd3e2e120b363a8aa1,/root/fiftyone/coco-2017/validation/data/000000405205.jpg,a bus parked in a lot,a car parked in a lot,bus,car,LLaVA,,,Processing Error
67fde4bd3e2e120b363a8a7b,/root/fiftyone/coco-2017/validation/data/000000109992.jpg,a person walking in the snow,a person running in the snow,walking,running,,,,Processing Error
67fde4bd3e2e120b363a8a7b,/root/fiftyone/coco-2017/validation/data/000000109992.jpg,a person walking in the snow,a person running in the snow,walking,running,LLaVA,,,Processing Error
67fde4bd3e2e120b363a8a7f,/root/fiftyone/coco-2017/validation/data/000000443426.jpg,a man sitting in a chair,a man standing in a chair,sitting,standing,,,,Processing Error
67fde4bd3e2e120b363a8a7f,/root/fiftyone/coco-2017/validation/data/000000443426.jpg,a man sitting in a chair,a man standing in a chair,sitting,standing,LLaVA,,,Processing Error
67fde4be3e2e120b363a8bd7,/root/fiftyone/coco-2017/validation/data/000000411774.jpg,a woman holding a tennis racket,a man holding a tennis racket,woman,man,,,,Processing Error
67fde4be3e2e120b363a8bd7,/root/fiftyone/coco-2017/validation/data/000000411774.jpg,a woman holding a tennis racket,a man holding a tennis racket,woman,man,LLaVA,,,Processing Error
67fde4bd3e2e120b363a8a8a,/root/fiftyone/coco-2017/validation/data/000000563470.jpg,a person bending over to pick up a blue stick,a person bending over to pick up a red stick,blue,red,,,,Processing Error
67fde4bd3e2e120b363a8a8a,/root/fiftyone/coco-2017/validation/data/000000563470.jpg,a person bending over to pick up a blue stick,a person bending over to pick up a red stick,blue,red,LLaVA,,,Processing Error
67fde4bd3e2e120b363a88fb,/root/fiftyone/coco-2017/validation/data/000000502136.jpg,a door with a plaque on it,a door with a plaque under it,on,under,,,,Processing Error
67fde4bd3e2e120b363a88fb,/root/fiftyone/coco-2017/validation/data/000000502136.jpg,a door with a plaque on it,a door with a plaque under it,on,under,LLaVA,,,Processing Error
67fde4be3e2e120b363a8bc4,/root/fiftyone/coco-2017/validation/data/000000009590.jpg,a group of people sitting around a table,a group of people standing around a table,sitting,standing,,,,Processing Error
67fde4be3e2e120b363a8bc4,/root/fiftyone/coco-2017/validation/data/000000009590.jpg,a group of people sitting around a table,a group of people standing around a table,sitting,standing,LLaVA,,,Processing Error
67fde4bd3e2e120b363a8a79,/root/fiftyone/coco-2017/validation/data/000000564280.jpg,a dog sitting on a couch,a dog sitting under a couch,on,under,,,,Processing Error
67fde4bd3e2e120b363a8a79,/root/fiftyone/coco-2017/validation/data/000000564280.jpg,a dog sitting on a couch,a dog sitting under a couch,on,under,LLaVA,,,Processing Error
67fde4bd3e2e120b363a8a6b,/root/fiftyone/coco-2017/validation/data/000000130586.jpg,a boy playing with a kite,a girl playing with a kite,boy,girl,BLIP-2,"No, this is a boy playing with a kite","No, this is a boy playing with a kite",Correct Rejection
67fde4bd3e2e120b363a8a6b,/root/fiftyone/coco-2017/validation/data/000000130586.jpg,a boy playing with a kite,a girl playing with a kite,boy,girl,LLaVA,"No, this is a young boy playing with a kite.","No, this is a young boy playing with a kite.",Correct Rejection
67fde4bd3e2e120b363a8a89,/root/fiftyone/coco-2017/validation/data/000000488385.jpg,a motorcycle parked on the side of a street,a motorcycle parked under the side of a street,on,under,,,,Processing Error
67fde4bd3e2e120b363a8a89,/root/fiftyone/coco-2017/validation/data/000000488385.jpg,a motorcycle parked on the side of a street,a motorcycle parked under the side of a street,on,under,LLaVA,,,Processing Error
67fde4be3e2e120b363a8bb5,/root/fiftyone/coco-2017/validation/data/000000148508.jpg,a red double decker bus,a red double decker car,bus,car,,,,Processing Error
67fde4be3e2e120b363a8bb5,/root/fiftyone/coco-2017/validation/data/000000148508.jpg,a red double decker bus,a red double decker car,bus,car,LLaVA,,,Processing Error
67fde4bd3e2e120b363a8a72,/root/fiftyone/coco-2017/validation/data/000000246968.jpg,a woman in a kitchen preparing food,a man in a kitchen preparing food,woman,man,BLIP-2,"No, it is a woman","No, it is a woman",Correct Rejection
67fde4bd3e2e120b363a8a72,/root/fiftyone/coco-2017/validation/data/000000246968.jpg,a woman in a kitchen preparing food,a man in a kitchen preparing food,woman,man,LLaVA,"No, this is a woman in a kitchen preparing food.","No, this is a woman in a kitchen preparing food.",Correct Rejection
67fde4bd3e2e120b363a8a84,/root/fiftyone/coco-2017/validation/data/000000270474.jpg,a little girl holding a baseball bat,a little boy holding a baseball bat,girl,boy,,,,Processing Error
67fde4bd3e2e120b363a8a84,/root/fiftyone/coco-2017/validation/data/000000270474.jpg,a little girl holding a baseball bat,a little boy holding a baseball bat,girl,boy,LLaVA,,,Processing Error
67fde4bd3e2e120b363a8a8f,/root/fiftyone/coco-2017/validation/data/000000170474.jpg,a man playing tennis,a woman playing tennis,man,woman,BLIP-2,"No, this is a man playing tennis","No, this is a man playing tennis",Correct Rejection
67fde4bd3e2e120b363a8a8f,/root/fiftyone/coco-2017/validation/data/000000170474.jpg,a man playing tennis,a woman playing tennis,man,woman,LLaVA,"No, this is a man playing tennis.","No, this is a man playing tennis.",Correct Rejection
67fde4bd3e2e120b363a8a9e,/root/fiftyone/coco-2017/validation/data/000000423971.jpg,a toilet with a light on it,a toilet with a light under it,on,under,,,,Processing Error
67fde4bd3e2e120b363a8a9e,/root/fiftyone/coco-2017/validation/data/000000423971.jpg,a toilet with a light on it,a toilet with a light under it,on,under,LLaVA,,,Processing Error
67fde4bd3e2e120b363a8a7c,/root/fiftyone/coco-2017/validation/data/000000383842.jpg,a woman playing a video game,a man playing a video game,woman,man,BLIP-2,"No, it's a woman","No, it's a woman",Correct Rejection
67fde4bd3e2e120b363a8a7c,/root/fiftyone/coco-2017/validation/data/000000383842.jpg,a woman playing a video game,a man playing a video game,woman,man,LLaVA,"No, this is a woman playing a video game.","No, this is a woman playing a video game.",Correct Rejection
67fde4be3e2e120b363a8bbc,/root/fiftyone/coco-2017/validation/data/000000327890.jpg,a park bench with a tree in the background,a park bench with a building in the background,tree,building,,,,Processing Error
67fde4be3e2e120b363a8bbc,/root/fiftyone/coco-2017/validation/data/000000327890.jpg,a park bench with a tree in the background,a park bench with a building in the background,tree,building,LLaVA,,,Processing Error
67fde4be3e2e120b363a8bd6,/root/fiftyone/coco-2017/validation/data/000000440184.jpg,a couple of people playing tennis on a court,a couple of people playing tennis under a court,on,under,,,,Processing Error
67fde4be3e2e120b363a8bd6,/root/fiftyone/coco-2017/validation/data/000000440184.jpg,a couple of people playing tennis on a court,a couple of people playing tennis under a court,on,under,LLaVA,,,Processing Error
67fde4be3e2e120b363a8bcf,/root/fiftyone/coco-2017/validation/data/000000560911.jpg,a man sitting on a couch,a man sitting under a couch,on,under,,,,Processing Error
67fde4be3e2e120b363a8bcf,/root/fiftyone/coco-2017/validation/data/000000560911.jpg,a man sitting on a couch,a man sitting under a couch,on,under,LLaVA,,,Processing Error
67fde4bd3e2e120b363a8a8e,/root/fiftyone/coco-2017/validation/data/000000168337.jpg,a man standing outside of a building,a man sitting outside of a building,standing,sitting,,,,Processing Error
67fde4bd3e2e120b363a8a8e,/root/fiftyone/coco-2017/validation/data/000000168337.jpg,a man standing outside of a building,a man sitting outside of a building,standing,sitting,LLaVA,,,Processing Error
67fde4bd3e2e120b363a8a80,/root/fiftyone/coco-2017/validation/data/000000090062.jpg,a cow standing in front of a pile of wood,a cow sitting in front of a pile of wood,standing,sitting,,,,Processing Error
67fde4bd3e2e120b363a8a80,/root/fiftyone/coco-2017/validation/data/000000090062.jpg,a cow standing in front of a pile of wood,a cow sitting in front of a pile of wood,standing,sitting,LLaVA,,,Processing Error
67fde4bd3e2e120b363a8a93,/root/fiftyone/coco-2017/validation/data/000000488251.jpg,a man standing next to a horse,a man sitting next to a horse,standing,sitting,,,,Processing Error
67fde4bd3e2e120b363a8a93,/root/fiftyone/coco-2017/validation/data/000000488251.jpg,a man standing next to a horse,a man sitting next to a horse,standing,sitting,LLaVA,,,Processing Error
67fde4be3e2e120b363a8bcd,/root/fiftyone/coco-2017/validation/data/000000545826.jpg,a cat,a dog,cat,dog,BLIP-2,"No, it's a cat","No, it's a cat",Correct Rejection
67fde4be3e2e120b363a8bb6,/root/fiftyone/coco-2017/validation/data/000000384527.jpg,"a room with a table, chairs, and a tv","a room with a chair, chairs, and a tv",table,chair,BLIP-2,Yes,Yes,Confusion/Irrelevance
67fde4be3e2e120b363a8bb6,/root/fiftyone/coco-2017/validation/data/000000384527.jpg,"a room with a table, chairs, and a tv","a room with a chair, chairs, and a tv",table,chair,LLaVA,"Yes, this is a room with a chair, chairs, and a television. The room also features a dining table and a vase with flowers on it.","Yes, this is a room with a chair, chairs, and a television. The room also features a dining table and a vase with flowers on it.",Agreement with Falsehood
67fde4bd3e2e120b363a8a97,/root/fiftyone/coco-2017/validation/data/000000469246.jpg,a train at a train station,a airplane at a train station,train,airplane,BLIP-2,No,No,Confusion/Irrelevance
67fde4bd3e2e120b363a8a97,/root/fiftyone/coco-2017/validation/data/000000469246.jpg,a train at a train station,a airplane at a train station,train,airplane,LLaVA,"No, this is not an airplane at a train station. It is a train station with a train on the tracks.","No, this is not an airplane at a train station. It is a train station with a train on the tracks.",Correct Rejection
67fde4bd3e2e120b363a8aa1,/root/fiftyone/coco-2017/validation/data/000000405205.jpg,a bus parked in a lot,a car parked in a lot,bus,car,BLIP-2,Yes,Yes,Confusion/Irrelevance
67fde4bd3e2e120b363a8aa1,/root/fiftyone/coco-2017/validation/data/000000405205.jpg,a bus parked in a lot,a car parked in a lot,bus,car,LLaVA,"No, this is not a car parked in a lot. It is a large bus parked in a lot.","No, this is not a car parked in a lot. It is a large bus parked in a lot.",Correct Rejection
67fde4bd3e2e120b363a8a7b,/root/fiftyone/coco-2017/validation/data/000000109992.jpg,a person walking in the snow,a person running in the snow,walking,running,BLIP-2,Yes,Yes,Confusion/Irrelevance
67fde4bd3e2e120b363a8a7b,/root/fiftyone/coco-2017/validation/data/000000109992.jpg,a person walking in the snow,a person running in the snow,walking,running,LLaVA,"No, this is not a person running in the snow. It is a snowy scene with a house, trees, and a snowy path. The image also shows a snowy hill and a snowy road.","No, this is not a person running in the snow. It is a snowy scene with a house, trees, and a snowy path. The image also shows a snowy hill and a snowy road.",Correct Rejection
67fde4bd3e2e120b363a8a7f,/root/fiftyone/coco-2017/validation/data/000000443426.jpg,a man sitting in a chair,a man standing in a chair,sitting,standing,BLIP-2,Yes,Yes,Confusion/Irrelevance
67fde4bd3e2e120b363a8a7f,/root/fiftyone/coco-2017/validation/data/000000443426.jpg,a man sitting in a chair,a man standing in a chair,sitting,standing,LLaVA,"No, this is not a man standing in a chair. The image shows a man sitting in a chair, wearing a white shirt and a tie.","No, this is not a man standing in a chair. The image shows a man sitting in a chair, wearing a white shirt and a tie.",Correct Rejection
67fde4be3e2e120b363a8bd7,/root/fiftyone/coco-2017/validation/data/000000411774.jpg,a woman holding a tennis racket,a man holding a tennis racket,woman,man,BLIP-2,Yes,Yes,Confusion/Irrelevance
67fde4be3e2e120b363a8bd7,/root/fiftyone/coco-2017/validation/data/000000411774.jpg,a woman holding a tennis racket,a man holding a tennis racket,woman,man,LLaVA,"No, this is not a man holding a tennis racket. The image shows a woman holding a tennis racket.","No, this is not a man holding a tennis racket. The image shows a woman holding a tennis racket.",Correct Rejection
67fde4bd3e2e120b363a8a8a,/root/fiftyone/coco-2017/validation/data/000000563470.jpg,a person bending over to pick up a blue stick,a person bending over to pick up a red stick,blue,red,BLIP-2,Yes,Yes,Confusion/Irrelevance
67fde4bd3e2e120b363a8a8a,/root/fiftyone/coco-2017/validation/data/000000563470.jpg,a person bending over to pick up a blue stick,a person bending over to pick up a red stick,blue,red,LLaVA,"Yes, the person is bending over to pick up a red stick.","Yes, the person is bending over to pick up a red stick.",Agreement with Falsehood
67fde4bd3e2e120b363a88fb,/root/fiftyone/coco-2017/validation/data/000000502136.jpg,a door with a plaque on it,a door with a plaque under it,on,under,BLIP-2,Yes,Yes,Confusion/Irrelevance
67fde4bd3e2e120b363a88fb,/root/fiftyone/coco-2017/validation/data/000000502136.jpg,a door with a plaque on it,a door with a plaque under it,on,under,LLaVA,"Yes, this is a door with a plaque under it. The plaque is a memorial, and the door is open, allowing access to the memorial.","Yes, this is a door with a plaque under it. The plaque is a memorial, and the door is open, allowing access to the memorial.",Agreement with Falsehood
67fde4be3e2e120b363a8bc4,/root/fiftyone/coco-2017/validation/data/000000009590.jpg,a group of people sitting around a table,a group of people sitting around a chair,table,chair,BLIP-2,Yes,Yes,Confusion/Irrelevance
67fde4be3e2e120b363a8bc4,/root/fiftyone/coco-2017/validation/data/000000009590.jpg,a group of people sitting around a table,a group of people sitting around a chair,table,chair,LLaVA,"Yes, this is a group of people sitting around a chair, which is placed in the middle of the room.","Yes, this is a group of people sitting around a chair, which is placed in the middle of the room.",Agreement with Falsehood
67fde4bd3e2e120b363a8a79,/root/fiftyone/coco-2017/validation/data/000000564280.jpg,a dog sitting on a couch,a cat sitting on a couch,dog,cat,BLIP-2,"No, it's a dog","No, it's a dog",Correct Rejection
67fde4bd3e2e120b363a8a79,/root/fiftyone/coco-2017/validation/data/000000564280.jpg,a dog sitting on a couch,a cat sitting on a couch,dog,cat,LLaVA,"No, this is a dog sitting on a couch.","No, this is a dog sitting on a couch.",Correct Rejection
67fde4bd3e2e120b363a8a6b,/root/fiftyone/coco-2017/validation/data/000000130586.jpg,a boy playing with a kite,a girl playing with a kite,boy,girl,BLIP-2,"No, this is a boy playing with a kite","No, this is a boy playing with a kite",Correct Rejection
67fde4bd3e2e120b363a8a6b,/root/fiftyone/coco-2017/validation/data/000000130586.jpg,a boy playing with a kite,a girl playing with a kite,boy,girl,LLaVA,"No, this is a young boy playing with a kite.","No, this is a young boy playing with a kite.",Correct Rejection
67fde4bd3e2e120b363a8a89,/root/fiftyone/coco-2017/validation/data/000000488385.jpg,a motorcycle parked on the side of a street,a motorcycle parked under the side of a street,on,under,BLIP-2,Yes,Yes,Confusion/Irrelevance
67fde4bd3e2e120b363a8a89,/root/fiftyone/coco-2017/validation/data/000000488385.jpg,a motorcycle parked on the side of a street,a motorcycle parked under the side of a street,on,under,LLaVA,"Yes, this is a motorcycle parked under the side of a street.","Yes, this is a motorcycle parked under the side of a street.",Agreement with Falsehood
67fde4be3e2e120b363a8bb5,/root/fiftyone/coco-2017/validation/data/000000148508.jpg,a red double decker bus,a blue double decker bus,red,blue,BLIP-2,"No, it's a red double decker bus","No, it's a red double decker bus",Correct Rejection
67fde4be3e2e120b363a8bb5,/root/fiftyone/coco-2017/validation/data/000000148508.jpg,a red double decker bus,a blue double decker bus,red,blue,LLaVA,"No, this is a red double decker bus.","No, this is a red double decker bus.",Correct Rejection
67fde4bd3e2e120b363a8a72,/root/fiftyone/coco-2017/validation/data/000000246968.jpg,a woman in a kitchen preparing food,a man in a kitchen preparing food,woman,man,BLIP-2,"No, it is a woman","No, it is a woman",Correct Rejection
67fde4bd3e2e120b363a8a72,/root/fiftyone/coco-2017/validation/data/000000246968.jpg,a woman in a kitchen preparing food,a man in a kitchen preparing food,woman,man,LLaVA,"No, this is a woman in a kitchen preparing food.","No, this is a woman in a kitchen preparing food.",Correct Rejection
67fde4bd3e2e120b363a8a84,/root/fiftyone/coco-2017/validation/data/000000270474.jpg,a little girl holding a baseball bat,a little boy holding a baseball bat,girl,boy,BLIP-2,Yes,Yes,Confusion/Irrelevance
67fde4bd3e2e120b363a8a84,/root/fiftyone/coco-2017/validation/data/000000270474.jpg,a little girl holding a baseball bat,a little boy holding a baseball bat,girl,boy,LLaVA,"No, this is not a little boy holding a baseball bat. It is a little girl holding a baseball bat.","No, this is not a little boy holding a baseball bat. It is a little girl holding a baseball bat.",Correct Rejection
67fde4bd3e2e120b363a8a8f,/root/fiftyone/coco-2017/validation/data/000000170474.jpg,a man playing tennis,a woman playing tennis,man,woman,BLIP-2,"No, this is a man playing tennis","No, this is a man playing tennis",Correct Rejection
67fde4bd3e2e120b363a8a8f,/root/fiftyone/coco-2017/validation/data/000000170474.jpg,a man playing tennis,a woman playing tennis,man,woman,LLaVA,"No, this is a man playing tennis.","No, this is a man playing tennis.",Correct Rejection
67fde4bd3e2e120b363a8a9e,/root/fiftyone/coco-2017/validation/data/000000423971.jpg,a toilet with a light on it,a toilet with a light under it,on,under,BLIP-2,Yes,Yes,Confusion/Irrelevance
67fde4bd3e2e120b363a8a9e,/root/fiftyone/coco-2017/validation/data/000000423971.jpg,a toilet with a light on it,a toilet with a light under it,on,under,LLaVA,"Yes, this is a toilet with a light under it. The light is turned on, and it is located under the toilet seat.","Yes, this is a toilet with a light under it. The light is turned on, and it is located under the toilet seat.",Agreement with Falsehood
67fde4bd3e2e120b363a8a7c,/root/fiftyone/coco-2017/validation/data/000000383842.jpg,a woman playing a video game,a man playing a video game,woman,man,BLIP-2,"No, it's a woman","No, it's a woman",Correct Rejection
67fde4bd3e2e120b363a8a7c,/root/fiftyone/coco-2017/validation/data/000000383842.jpg,a woman playing a video game,a man playing a video game,woman,man,LLaVA,"No, this is a woman playing a video game.","No, this is a woman playing a video game.",Correct Rejection
67fde4be3e2e120b363a8bbc,/root/fiftyone/coco-2017/validation/data/000000327890.jpg,a park bench with a tree in the background,a park bench with a building in the background,tree,building,BLIP-2,Yes,Yes,Confusion/Irrelevance
67fde4be3e2e120b363a8bbc,/root/fiftyone/coco-2017/validation/data/000000327890.jpg,a park bench with a tree in the background,a park bench with a building in the background,tree,building,LLaVA,"Yes, the image shows a park bench with a building in the background. The bench is located in a park, and the building is situated nearby.","Yes, the image shows a park bench with a building in the background. The bench is located in a park, and the building is situated nearby.",Agreement with Falsehood
67fde4be3e2e120b363a8bd6,/root/fiftyone/coco-2017/validation/data/000000440184.jpg,a couple of people playing tennis on a court,a couple of people playing tennis under a court,on,under,BLIP-2,Yes,Yes,Confusion/Irrelevance
67fde4be3e2e120b363a8bd6,/root/fiftyone/coco-2017/validation/data/000000440184.jpg,a couple of people playing tennis on a court,a couple of people playing tennis under a court,on,under,LLaVA,"Yes, this is a couple of people playing tennis under a court.","Yes, this is a couple of people playing tennis under a court.",Agreement with Falsehood
67fde4be3e2e120b363a8bcf,/root/fiftyone/coco-2017/validation/data/000000560911.jpg,a man sitting on a couch,a man standing on a couch,sitting,standing,BLIP-2,Yes,Yes,Confusion/Irrelevance
67fde4be3e2e120b363a8bcf,/root/fiftyone/coco-2017/validation/data/000000560911.jpg,a man sitting on a couch,a man standing on a couch,sitting,standing,LLaVA,"No, this is not a man standing on a couch. The image shows a man sitting on a couch, holding a cell phone.","No, this is not a man standing on a couch. The image shows a man sitting on a couch, holding a cell phone.",Correct Rejection
67fde4bd3e2e120b363a8a8e,/root/fiftyone/coco-2017/validation/data/000000168337.jpg,a man standing outside of a building,a man sitting outside of a building,standing,sitting,BLIP-2,Yes,Yes,Confusion/Irrelevance
67fde4bd3e2e120b363a8a8e,/root/fiftyone/coco-2017/validation/data/000000168337.jpg,a man standing outside of a building,a man sitting outside of a building,standing,sitting,LLaVA,"Yes, there is a man sitting outside of a building, possibly on a bench or a step.","Yes, there is a man sitting outside of a building, possibly on a bench or a step.",Agreement with Falsehood
67fde4bd3e2e120b363a8a80,/root/fiftyone/coco-2017/validation/data/000000090062.jpg,a cow standing in front of a pile of wood,a cow sitting in front of a pile of wood,standing,sitting,BLIP-2,Yes,Yes,Confusion/Irrelevance
67fde4bd3e2e120b363a8a80,/root/fiftyone/coco-2017/validation/data/000000090062.jpg,a cow standing in front of a pile of wood,a cow sitting in front of a pile of wood,standing,sitting,LLaVA,"Yes, the image shows a cow sitting in front of a pile of wood.","Yes, the image shows a cow sitting in front of a pile of wood.",Agreement with Falsehood
67fde4bd3e2e120b363a8a93,/root/fiftyone/coco-2017/validation/data/000000488251.jpg,a man standing next to a horse,a man sitting next to a horse,standing,sitting,BLIP-2,Yes,Yes,Confusion/Irrelevance
67fde4bd3e2e120b363a8a93,/root/fiftyone/coco-2017/validation/data/000000488251.jpg,a man standing next to a horse,a man sitting next to a horse,standing,sitting,LLaVA,"Yes, this is a man sitting next to a horse.","Yes, this is a man sitting next to a horse.",Agreement with Falsehood
67fde4be3e2e120b363a8bcd,/root/fiftyone/coco-2017/validation/data/000000545826.jpg,a cat,a dog,cat,dog,BLIP-2,"No, it's a cat","No, it's a cat",Correct Rejection
67fde4be3e2e120b363a8bcd,/root/fiftyone/coco-2017/validation/data/000000545826.jpg,a cat,a dog,cat,dog,LLaVA,"No, this is not a dog. It is a cat wearing a blue hat on its head.","No, this is not a dog. It is a cat wearing a blue hat on its head.",Correct Rejection
67fde4be3e2e120b363a8bbe,/root/fiftyone/coco-2017/validation/data/000000407298.jpg,a young boy holding a baseball glove,a young girl holding a baseball glove,boy,girl,BLIP-2,Yes,Yes,Confusion/Irrelevance
